id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
421,BIGG JIMS HOMES LLC,MCSULL INVESTMENTS LP,193 NEW CASTLE AVE,FELTON,2025-01-13,115000,192000
422,PROPERTIES 81 LLC,RCN CAPITAL LLC,526 N MONROE ST,WILMINGTON,2025-01-13,92000,121800
423,UPPER ROOM GROUP LLC,WAGMAN GREGORY,8 W MINUIT DR,NEW CASTLE,2025-01-13,155000,200000
424,UPPER ROOM GROUP LLC,WAGMAN GREGORY,8 W MINUIT DR,NEW CASTLE,2025-01-13,155000,200000
425,AFFORDABLE CONSULTATION LLC,LARRYS LATE NIGHT LENDING LLC,1301 LANCASTER AVE,WILMINGTON,2025-01-10,83000,115000
426,NAVY REAL ESTATE LLC,RFLF 4 LLC,209 W 18TH ST,WILMINGTON,2025-01-10,265000,287800
427,JAY-RO BUILDERS INC,PATE FINANCIAL LLC,243 S BEDFORD ST,GEORGETOWN,2025-01-10,172346,216504
428,JAY-RO BUILDERS INC,PATE FINANCIAL LLC,245 S BEDFORD ST,GEORGETOWN,2025-01-10,207654,228915
429,Z ESTATES-MILLVILLE BY THE SEA LLC,ARTISANS' BANK,37205 SPARKLING SEA DR,MILLVILLE,2025-01-09,510900,357630
430,SOMNIUS REAL ESTATE LLC,CITADEL SERVICING CORPORATION,420 S FRANKLIN ST,WILMINGTON,2025-01-09,145000,116000
431,PREMIER REAL ESTATE INVESTMENTS LLC,EASY STREET CAPITAL LLC,200 BINSTEAD AVE,WILMINGTON,2025-01-09,250000,200000
432,ATLANTICHOLLYWOOD LLC,MORGAN STANLEY PVT BANK NA,206 HOLLYWOOD ST,BETHANY BEACH,2025-01-09,3070000,2100000
433,CARUSO HOMES ON YOUR LOT DE 1 LLC,FLAGSTAR BANK,26615 LINE RD,SEAFORD,2025-01-09,336000,25000000
434,CARUSO HOMES ON YOUR LOT DE 1 LLC,FLAGSTAR BANK,26615 LINE RD,SEAFORD,2025-01-09,336000,25000000
435,CARUSO HOMES ON YOUR LOT DE 1 LLC,FLAGSTAR BANK,26615 LINE RD,SEAFORD,2025-01-09,336000,25000000
436,CARUSO HOMES ON YOUR LOT DE 1 LLC,FLAGSTAR BANK,26615 LINE RD,SEAFORD,2025-01-09,336000,25000000
437,JJPI HOMES LLC,ROSS CAPITAL PARTNERS LLC,2513 N WEST ST,WILMINGTON,2025-01-08,115000,153000
438,DYNAMIC PROPERTY SOLUTIONS LIMITED LIABILITY,PARIKH ANUSH,14245 SHILOH CHURCH RD,LAUREL,2025-01-08,215000,250000
439,STA REAL ESTATE INC,COMMERCIAL LENDER LLC,330 TOWNSEND ST,WILMINGTON,2025-01-06,106500,85200
440,GELYN PROPERTIES LLC,HAILSTONE JAMES,112 HARDING AVE,WILMINGTON,2025-01-06,150000,150000
441,DARERGO PROPERTIES LLC,JZ LEASING AND RENTAL LLC,86 THORN LN,NEW CASTLE,2025-01-06,105500,105500
442,COOL INVESTMENTS LLC,SHALLCROSS MORTGAGE COMPANY,405 PARK LN,LAUREL,2025-01-04,120000,160000
443,JAYRO BUILDERS INC,PF 504 LLC,4022 PEACHTREE RUN RD,DOVER,2025-01-03,99100,135022
444,RICHMAN RENTALS LLC,COMMERCIAL LENDER LLC,1901 N WEST ST,WILMINGTON,2025-01-02,130000,136500
445,KLEOPATRA RENTALS LLC,BLUEBIRD LENDING LLC,2508 N MARKET ST,WILMINGTON,2025-01-02,115000,100000
446,INSIGHT BUILDING CO LLC,LINKBANK,22947 MILTON ELLENDALE HWY,MILTON,2025-01-02,528992,528992
447,COASTAL HOLDINGS LLC,PARIKH ANUSH,109 CHALET CT,CAMDEN,2024-12-30,161000,225000
448,Z SIXTH LLC,EINHORN ONE REALTY LLC,309 W 6TH ST,WILMINGTON,2024-12-30,499900,569910
449,Z SIXTH LLC,EINHORN ONE REALTY LLC,307 W 6TH ST,WILMINGTON,2024-12-30,499900,569910
450,NAVY REAL ESTATE LLC,RFLF 7 LLC,4662 DARTMOOR DR,WILMINGTON,2024-12-30,350000,420150
451,STONY CREST PROPERTY MANAGEMENT LLC,RCN CAPITAL LLC,1814 N WASHINGTON ST,WILMINGTON,2024-12-30,495000,396000
452,VIKING SELF STORAGE 2 LLC,COMMUNITY BANK DELAWARE,30614 OVERBROOK CENTER WAY,MILTON,2024-12-30,1500000,1200000
453,TINY XSCAPE LLC,LENDINGONE LLC,141 RODRIC TER,DOVER,2024-12-27,300000,240000
454,3262 BAY RD MILFORD LLC,LINKBANK,3262 BAY RD,MILFORD,2024-12-27,300000,240000
455,HPF LEGACY LLC,BPL MORTGAGE LLC,1574 NATHANIEL MITCHELL RD,DOVER,2024-12-27,295000,236000
456,ROSES INVESTMENTS LLC,HOMEXPRESS MORTGAGE CORP,1017 ELM ST,WILMINGTON,2024-12-27,205000,150000
457,SNMOL ENT INC,RCN CAPITAL LLC,1003 KIRKWOOD ST,WILMINGTON,2024-12-27,108500,107225
458,Z & F CONSTRUCTION AND CLEANING LLC,SHALLCROSS MORTGAGE COMPANY,310 COLONIAL AVE,WILMINGTON,2024-12-27,169000,195000
459,CHURCH OF PENTECOST USA INC-DELAWARE DISTRICT,WILMINGTON SVG FUND SOCIETY F,357 PAPER MILL RD,NEWARK,2024-12-27,871250,1312500
460,35552EA105 LLC,NATIONAL LOAN FUNDING LLC,35552 E ATLANTIC CIR UNIT 105,REHOBOTH BEACH,2024-12-27,330000,247500
461,AJ INVESTING LLC,COUNTY BANK,,BRIDGEVILLE,2024-12-24,250000,187500
462,PRESTIGE WORLDWIDE CAPITAL MANAGEMENT LLC,WILMINGTON SVG FUND SOCIETY F,222 CARTER DR # 6,MIDDLETOWN,2024-12-23,1225000,1000000
463,PRESTIGE WORLDWIDE CAPITAL MANAGEMENT LLC,WILMINGTON SVG FUND SOCIETY F,222 CARTER DR # 7,MIDDLETOWN,2024-12-23,1225000,1000000
464,PRESTIGE WORLDWIDE CAPITAL MANAGEMENT LLC,WILMINGTON SVG FUND SOCIETY F,222 CARTER DR # 8,MIDDLETOWN,2024-12-23,1225000,1000000
465,OIKOS PROPERTY INVESTMENTS LLC,SILVER STAR ESTATES LTD,115 E HIGH ST,FELTON,2024-12-20,177500,222000
466,ALL STAR CONSTRUCTION INC,ZITOFSKY 401K RETIREMENT TRUST,301 MAIN ST,TOWNSEND,2024-12-20,58000,120600
467,302 G PROPERTIES LLC,KILANKO ISAAC,213 E 28TH ST,WILMINGTON,2024-12-20,170000,116742
468,PROPERTIES 81 LLC,RCN CAPITAL LLC,235 N RODNEY ST,WILMINGTON,2024-12-20,95000,119000
469,JK INVESTMENT PROPERTIES LLC,COUNTY BANK,27361 MARTINS FARM RD,MILTON,2024-12-20,415000,448600
470,EVG-ADMIRAL VENTURES LLC,ARTISANS' BANK,38804 CLEVELAND AVE,SELBYVILLE,2024-12-20,615000,978000
471,RBJ HOMES LLC,CAMAPLAN,317 TOWNSEND ST,WILMINGTON,2024-12-19,51000,115000
472,RBJ HOMES LLC,SPG CAPITAL FUND I LLC,336 TOWNSEND ST,WILMINGTON,2024-12-19,40000,115000
473,MFZM LLC,SHALLCROSS MORTGAGE COMPANY,29 CARLISLE RD,NEWARK,2024-12-19,225000,240000
474,UPPER ROOM GROUP LLC,SPECIALIZED TRUST COMPANY,3119 IRISH HILL RD,MAGNOLIA,2024-12-18,110900,60000
475,PROJECT ONE GROUP LLC,SHALLCROSS MORTGAGE COMPANY,410 NORTH ST,MILFORD,2024-12-18,125000,200000
476,SLNG LLC,SILVER STAR ESTATES LTD,5745 SUMMIT BRIDGE RD,TOWNSEND,2024-12-17,171300,257000
477,YESOD PROPERTIES LLC,HAILSTONE JAMES,1337 W 6TH ST,WILMINGTON,2024-12-17,140000,190000
478,TRUST PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,237 CORNWELL DR,BEAR,2024-12-16,475000,510000
479,PROPERTIES 81 LLC,RCN CAPITAL LLC,1013 KIRKWOOD ST,WILMINGTON,2024-12-16,85000,116500
480,RBJ HOMES LLC,STONE BAY HOLDINGS II LLC,2222 N TATNALL ST,WILMINGTON,2024-12-16,70000,131500
481,SMC PROPERTIES LLC,GROUNDFLOOR CREDIT 1 LLC,2914 W 3RD ST,WILMINGTON,2024-12-15,140000,174061
482,PAM MARK PROPERTIES LLC,HAILSTONE JAMES,927 DOVER AVE,WILMINGTON,2024-12-14,93000,100000
483,UPPER ROOM GROUP LLC,HOME TREATMENTS LLC,2603 N MARKET ST,WILMINGTON,2024-12-13,100000,130000
484,NAS HOMES LLC,NEIGHBORGOOD PARTNERS INC,240 N LOMBARD ST,WILMINGTON,2024-12-13,105000,165000
485,BENGOL REAL ESTATES GROUP LLC,SHALLCROSS MORTGAGE COMPANY,303 DARLEY RD,CLAYMONT,2024-12-13,158000,245000
486,KINGDOM RENTALS LLC,AMERICAN HERITAGE LENDING LLC,7 ROGERS AVE,GEORGETOWN,2024-12-13,307500,157500
487,JAY SHIV SHANKAR INC,PATEL HIMANSU,4133 S DUPONT BLVD,SMYRNA,2024-12-12,500000,400000
488,MIDSTATE PROPERTIES LLC,SHORE UNITED BANK NA,115 E MAIN ST,FELTON,2024-12-12,50000,35000
489,BRANCH PROPERTIES LLC,ARTISANS' BANK,2300 PENNSYLVANIA AVE # C,WILMINGTON,2024-12-12,160000,160000
490,CLOUD 9 HOMES LLC,E B REMSTER LLC,3010 MAPLE SHADE LN,WILMINGTON,2024-12-12,405000,470000
491,WPGI LLC,COMMUNITY BANK DELAWARE,20337 W PINEY GROVE RD,GEORGETOWN,2024-12-12,900000,720000
492,MIB1 LLC,COMMUNITY BANK DELAWARE,,REHOBOTH BEACH,2024-12-12,520000,416000
493,J LEE PROPERTIES LLC,CROSSCOUNTRY MORTGAGE LLC,2517 N WASHINGTON ST,WILMINGTON,2024-12-11,195000,146250
494,NLR HOLDINGS LLC,LUMINATE HOME LOANS INC,36376 GATE DR,GEORGETOWN,2024-12-09,449900,359920
495,4KF DEVELOPERS LLC,SHALLCROSS MORTGAGE COMPANY,107 CLINTON ST,DELAWARE CITY,2024-12-09,102000,190000
496,PG & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,1603 W 3RD ST,WILMINGTON,2024-12-09,145000,140000
497,CMM REALTY HOLDINGS LLC-307-309 DELAWARE SERI,FRANKLIN MINT FCU,307 DELAWARE CIR,NEWARK,2024-12-06,380000,304000
498,PROPERTIES 81 LLC,SHALLCROSS MORTGAGE COMPANY,1118 READ ST,WILMINGTON,2024-12-06,85000,125000
499,SKYPRO HOLDINGS LLC,RPIP SUB REIT LLC,231 ADAMS ST,DELAWARE CITY,2024-12-05,190000,270000
500,AITKEN PROPERTIES LLC,ARTISANS' BANK,110 W MAIN ST,MIDDLETOWN,2024-12-05,510000,459000
501,121 WOODLAWN AVENUE INDUSTRIES LLC,DHM INDUSTRIES INC,121 WOODLAWN AVE,WILMINGTON,2024-12-05,156000,210900
502,UPPER ROOM GROUP LLC,WAGMAN HOLLY,21 W MINUIT DR,NEW CASTLE,2024-12-05,93000,195000
503,DOMERCANT INVESTMENTS LLC,DOMINION FIN'L SERVICES LLC,1004 WEST ST,LAUREL,2024-12-05,125000,172500
504,BALE DEVELOPMENT COMPANY,LVE INVESTMENTS LLC,90 ROCK AVE,WILMINGTON,2024-12-04,212500,225000
505,PM CARPET INSTALLATION LLC,SHALLCROSS MORTGAGE COMPANY,118 W VAN BUREN AVE,NEW CASTLE,2024-12-04,230000,250000
506,BROADKILL VENTURES LLC,STONE JESSICA,803 NEW ST,MILFORD,2024-12-04,129990,130000
507,CAPSTONE HOMES LLC,MANUFACTURERS & TRADERS TR CO/,22680 TERRI LN,LEWES,2024-12-03,417150,12000000
508,R & L PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,72 BROADLEAF DR,NEWARK,2024-12-03,275000,285000
509,TALASIM PROPERTIES LLC,LOAN STORE INC,617 MARYLAND AVE,WILMINGTON,2024-12-03,142000,113600
510,MANIA RAYOLLA LLC,DOVER FEDERAL CREDIT UNION,26 E GLENWOOD AVE,SMYRNA,2024-12-02,475000,356250
511,BENGOL REAL ESTATE GROUP LLC,SHALLCROSS MORTGAGE COMPANY,4 GLENROCK DR,CLAYMONT,2024-12-02,265000,310000
512,HNB INVESTMENT PROPERTIES LLC,RFLF 4 LLC,316 BROOKLAND AVE,WILMINGTON,2024-12-02,165000,208250
513,SURGE PROPERTIES LLC,LOAN FUNDER LLC,408 10TH ST,NEW CASTLE,2024-12-02,206000,234500
514,MILLMAN FAMILY VENTURES LLC,CALVIN B TAYLOR BKNG CO/BERLI,13816 COASTAL HWY,MILTON,2024-12-02,1100000,1024000
515,PG & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,314 E 22ND ST,WILMINGTON,2024-11-27,127000,130000
516,ETR PROPERTY MANAGEMENT LLC,BPL MORTGAGE LLC,425 N CHURCH ST,WILMINGTON,2024-11-27,92500,74000
517,1807 W 8TH ST ASSOCIATES LLC,SHALLCROSS MORTGAGE COMPANY,1807 W 8TH ST,WILMINGTON,2024-11-27,185000,210000
518,AAAA HOMES LLC,ABL RPC RESID CR ACQUISITION L,106 E MAIN ST,MIDDLETOWN,2024-11-27,201000,160800
519,PG & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,1304 N CLAYMONT ST,WILMINGTON,2024-11-27,80000,130000
520,TWO COUSINS INVESTMENT PROPERTY LLC,BELL ISLAND MORTGAGE INC,110 E KING ST,SEAFORD,2024-11-27,152000,160000
521,17 STUDIOS LLC,ABL RPC RESID CR ACQUISITION L,44 FOREST CREEK DR,DOVER,2024-11-26,215000,172000
522,MPI PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,668 ARBOUR DR,NEWARK,2024-11-26,285000,385000
523,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,8 E 39TH ST,WILMINGTON,2024-11-26,162000,210000
524,BIGG JIMS HOMES LLC,SADIQ URSULA,11166 PAGE PL,LINCOLN,2024-11-26,115000,189000
525,CEDAR RUN APARTMENTS LLC,BEACH COMMERCIAL REALTY LLC,37890 GREENWICH LN,OCEAN VIEW,2024-11-26,400000,400000
526,EDIL LLC,JMAC LENDING INC,2010 FERGUSON DR,WILMINGTON,2024-11-25,332500,266000
527,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,824 E 17TH ST,WILMINGTON,2024-11-22,121000,168900
528,BROADKILL VENTURES LLC,MCKINLEY C,36733 W POND CIR,SELBYVILLE,2024-11-22,274990,270000
529,134 REHOBOTH AVE LLC,WILMINGTON SVG FUND SOCIETY F,134 REHOBOTH AVE,REHOBOTH BEACH,2024-11-21,4000000,3080000
530,LA & EB ASSOCIATES LLC,AMERICAN HERITAGE LENDING LLC,17059 S BRANDT ST UNIT 3108,LEWES,2024-11-21,375000,287227
531,RBJ HOMES LLC,OUT EAST HOLDINGS LLC,328 CEDAR ST,WILMINGTON,2024-11-20,110000,130000
532,PG & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,32 RYAN AVE,NEW CASTLE,2024-11-20,135000,150000
533,VILLAGE OF HOPE AMERICA INC,DEL-ONE FEDERAL CREDIT UNION,403 N FRONT ST,GEORGETOWN,2024-11-20,255000,137650
534,LMA REAL ESTATE LLC,WORLDWIDE INVESTORS SOLUTIONS,208 E 23RD ST,WILMINGTON,2024-11-19,30000,125000
535,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,501 W 3RD ST,WILMINGTON,2024-11-19,153000,285000
536,UPPER ROOM GROUP LLC,EQUITY TRUST CO,258 MAIN ST,LEIPSIC,2024-11-15,135000,225000
537,RHETT AND JUSTIN 1 LLC,FULTON BANK NA,133 W MAIN ST,NEWARK,2024-11-15,662500,481125
538,CAPUTO AND SONS LLC,LOAN FUNDER LLC,5209 PERRY PL,WILMINGTON,2024-11-15,252000,201600
539,SEPA INVEST LLC,WAGMAN GREGORY,232 N FRANKLIN ST,WILMINGTON,2024-11-15,78000,120000
540,CHI 1495 LLC,PARKE BANK,189 FAIRHILL DR,WILMINGTON,2024-11-15,590000,354000
541,LUCKY 801 LLC,BARNES REAL ESTATE LLC,801 S DUPONT HWY,NEW CASTLE,2024-11-15,1050000,850000
542,3CP LEGACY PROPERTIES LLC,HOMEXPRESS MORTGAGE CORP,22848 DOGWOOD DR,LEWES,2024-11-15,250000,200000
543,JJPI HOMES LLC,ROSS CAPITAL PARTNERS LLC,3606 NAAMANS DR,CLAYMONT,2024-11-13,260000,269000
544,HORSESHOE PRIVATE INVESTMENTS LLC,NEXERA HOLDING LLC,130 MADISON DR,NEWARK,2024-11-12,247000,183400
545,PG & SONS PROPERTIES LLC,COMMERCIAL LENDER LLC,107 ROSE LN,NEW CASTLE,2024-11-12,450000,357600
546,PG & SONS PROPERTIES LLC,COMMERCIAL LENDER LLC,56 THORN LN,NEW CASTLE,2024-11-12,450000,357600
547,PG & SONS PROPERTIES LLC,COMMERCIAL LENDER LLC,4 THORN CT,NEW CASTLE,2024-11-12,450000,357600
548,DYNAMIC PROPERTY SOLUTIONS LIMITED LIABILITY,PARIKH ANUSH,81 RIVERS END DR,SEAFORD,2024-11-12,280000,300000
549,DOWNS LEADER LLC,FRITSCHLE GRANT,25725 GUM TREE RD,DAGSBORO,2024-11-12,140000,140803
550,1999 PULASKI PROPERTY LLC,SHALLCROSS MORTGAGE COMPANY,125 E LAKE ST,MIDDLETOWN,2024-11-11,120000,180000
551,SELECTIVE REAL ESTATE SOLUTIONS LLC,LARRYS LATE NIGHT LENDING LLC,318 E HARVEST LN,MIDDLETOWN,2024-11-08,250000,325000
552,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,1006 W 2ND ST,WILMINGTON,2024-11-08,780000,900000
553,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,953 E 17TH ST,WILMINGTON,2024-11-08,780000,900000
554,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,944 E 17TH ST,WILMINGTON,2024-11-08,780000,900000
555,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,938 E 17TH ST,WILMINGTON,2024-11-08,780000,900000
556,IMMANUEL JAMES LLC,TRIUST LENDING PARTNERS LLC,326 NEW CASTLE AVE,WILMINGTON,2024-11-08,78000,100000
557,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,103 E 24TH ST,WILMINGTON,2024-11-08,780000,900000
558,AYAGALAN ACRES LLC,ABL RPC RESID CR ACQUISITION L,126 W 8TH ST,HISTORIC NEW CASTLE,2024-11-08,235000,188000
559,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,903 E 17TH ST,WILMINGTON,2024-11-08,780000,900000
560,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,925 E 17TH ST,WILMINGTON,2024-11-08,780000,900000
561,RBJ HOMES LLC,CAMAPLAN,423 S JACKSON ST,WILMINGTON,2024-11-08,92000,125000
562,DEL-ONE INVESTMENTS LLC,RRR GROUP INC,121 S COLTS NECK WAY,HOCKESSIN,2024-11-08,475000,562500
563,MAVADIA HOLDINGS LLC,RCN CAPITAL LLC,11 SAILBOAT CIR,NEWARK,2024-11-07,238000,188124
564,PG & SONS PROPERTIES LLC,COMMERCIAL LENDER LLC,62 THORN LN,NEW CASTLE,2024-11-07,160000,128000
565,GORE REALTY LLC,ROSS CAPITAL PARTNERS LLC,101 BRIGGS LN,NEWARK,2024-11-07,680000,745000
566,103 DURSO SERIES,CHRISTOPHEL SARAH,103 DURSO DR,NEWARK,2024-11-07,230000,300000
567,USA HOMES MANAGEMENT LLC,AMERICAN HERITAGE LENDING LLC,1217 W 5TH ST,WILMINGTON,2024-11-06,8100,96200
568,OZON LLC,SHORE UNITED BANK NA,19268 DEERFIELD RD,BRIDGEVILLE,2024-11-06,275000,200000
569,VINCENT PROPERTIES LLC,COUNTY BANK,5761 ANDREWVILLE RD,GREENWOOD,2024-11-05,235000,235000
570,COWRY ACRES LLC,ABL RPC RESID CR ACQUISITION L,519 BLACKBIRD DR,BEAR,2024-11-05,270000,216000
571,PARK PLACE ENTERPRISES LLC,SHALLCROSS MORTGAGE COMPANY,11 ARNOLD PL,NEWARK,2024-11-05,138000,182000
572,DCR81 LLC,J HUNTER LLC,105 BRANCH ST,FELTON,2024-11-04,172000,222000
573,CARMA GROUP LLC,RCN CAPITAL LLC,2910 N TATNALL ST,WILMINGTON,2024-11-04,118000,164874
574,OWENS LLC,MANUFACTURERS & TRADERS TR CO/,2619 EBRIGHT RD,WILMINGTON,2024-11-04,525000,472500
575,NEW BURTON STORAGE LLC,MATTMO LLC,419 WEBBS LN,DOVER,2024-11-01,300000,300000
576,124 LAYTON LLC,CAPITAL BANK NA,124 LAYTON DR,BETHANY BEACH,2024-11-01,1050000,675000
577,BIGG JIMS HOMES LLC,DOMINION FIN'L SERVICES LLC,2043 DOWNS CHAPEL RD,CLAYTON,2024-10-31,74000,175000
578,HNB INVESTMENT PROPERTIES LLC,LYNK INVESTMENTS LLC,117 MINNER ST,HOUSTON,2024-10-31,125000,163000
579,1999 PULASKI PROPERTY LLC,SHALLCROSS MORTGAGE COMPANY,846 BARKERS LANDING RD,MAGNOLIA,2024-10-31,95000,180000
580,DGKP LONGACRE LLC,SHORE UNITED BANK NA,519 S RED HAVEN LN,DOVER,2024-10-31,623853,1860000
581,VANE COURT LLC,CHANGE LENDING LLC,8 VANE CT,NEW CASTLE,2024-10-31,250000,200000
582,COWRY UNITS LLC,ABL RPC RESID CR ACQUISITION L,32 DAVID PL,NEWARK,2024-10-31,213000,170400
583,SOPB EXCHANGORS LLC,CALVIN B TAYLOR BKNG CO/BERLI,12391 ADAMSVILLE RD,GREENWOOD,2024-10-31,651000,651000
584,DREAMERS PROPERTIES LLC,WILMINGTON SVG FUND SOCIETY F,1817 W 3RD ST,WILMINGTON,2024-10-30,370000,273750
585,DREAMERS PROPERTIES LLC,WILMINGTON SVG FUND SOCIETY F,125 N RODNEY ST,WILMINGTON,2024-10-30,339700,281250
586,DREAMERS PROPERTIES LLC,WILMINGTON SVG FUND SOCIETY F,805 W 7TH ST,WILMINGTON,2024-10-30,339700,281250
587,DREAMERS PROPERTIES LLC,WILMINGTON SVG FUND SOCIETY F,1350 LANCASTER AVE,WILMINGTON,2024-10-30,339700,281250
588,DREAMERS PROPERTIES LLC,WILMINGTON SVG FUND SOCIETY F,612 S HARRISON ST,WILMINGTON,2024-10-30,370000,273750
589,DREAMERS PROPERTIES LLC,WILMINGTON SVG FUND SOCIETY F,1018 ELM ST,WILMINGTON,2024-10-30,370000,273750
590,HAQUE N & S CORPORATION,UNITED WHOLESALE MORTGAGE LLC,5526 DORAL DR,WILMINGTON,2024-10-30,360000,288000
591,BIGG JIMS HOMES LLC,CAMA SDIRA LLC,14018 OAK BRANCH RD,DELMAR,2024-10-30,80000,185000
592,140 PAWNEE LLC,LOAN FUNDER LLC,3620 MILFORD HARRINGTON HWY,HARRINGTON,2024-10-29,210000,189000
593,DEL-ONE INVESTMENTS LLC,RRR GROUP INC,216 W HIGH ST,FELTON,2024-10-29,90000,201000
594,RAMITOS HOMES LLC,HUDSON GROUP REALTY NETWORK,809 VANDEVER AVE,WILMINGTON,2024-10-29,77500,110000
595,PAM MARK PROPERTIES LLC,HAILSTONE JAMES,7 N STUYVESANT DR,WILMINGTON,2024-10-29,200000,200000
596,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,936 VANDEVER AVE,WILMINGTON,2024-10-29,56000,106400
597,4M FAMILY PARTNERSHIP LLC,JPMORGAN CHASE BANK NA,21410 SWEETWATER SQ,SELBYVILLE,2024-10-28,745000,596000
598,TEITATOTTSU LLC,ARTISANS' BANK,3162 DUPONT PKWY,TOWNSEND,2024-10-25,261250,209000
599,JOB WELL DONE REMODEL & REPAIR LLC,HUBBARD DANICE,2230 LAMOTTE ST,WILMINGTON,2024-10-25,50000,90000
600,M & J ESTATE LLC,LOAN FUNDER LLC,710 JEFFERSON ST,WILMINGTON,2024-10-25,115000,163500
601,YESOD PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,1017 E 27TH ST,WILMINGTON,2024-10-25,96000,140000
602,BEDFORD HOLDINGS LLC,JACK D CURRIE AND ELLEN J CURR,CURRIE,MILFORD,2024-10-25,385000,192500
603,BEDFORD HOLDINGS LLC,JACK D CURRIE AND ELLEN J CURR,CURRIE,MILFORD,2024-10-25,385000,192500
604,KERRIGAN CONSTRUCTION INC,DOVER FEDERAL CREDIT UNION,391 UNION CHURCH RD,TOWNSEND,2024-10-24,425000,318750
605,STUMPO MANAGEMENT LLC,MERIDIAN BANK,1503 EMORY RD,WILMINGTON,2024-10-24,336000,345000
606,302 G PROPERTIES LLC,BRRR FUNDER LLC,209 W 18TH ST,WILMINGTON,2024-10-24,220790,217671
607,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,231 PHILADELPHIA PIKE,WILMINGTON,2024-10-24,240000,285000
608,2 GOOMBAHS LLC,SYME ROBERT,410 N HARRISON ST,WILMINGTON,2024-10-24,470000,61975
609,2 GOOMBAHS LLC,SYME ROBERT,113 S HARRISON ST,WILMINGTON,2024-10-24,470000,107500
610,2 GOOMBAHS LLC,SYME ROBERT,213 S HARRISON ST,WILMINGTON,2024-10-24,470000,43032
611,2 GOOMBAHS LLC,SYME ROBERT,211 S HARRISON ST,WILMINGTON,2024-10-24,470000,41486
612,MARES LLC,SHALLCROSS MORTGAGE COMPANY,2403 NEWPORT GAP PIKE,WILMINGTON,2024-10-24,165000,240000
613,JRO LLC,MCKINLEY C,226 CHELSEA WAY,DOVER,2024-10-23,285000,325000
614,K & M CONSTRUCTION LLC,SHALLCROSS MORTGAGE COMPANY,2004 S COLLEGE AVE,NEWARK,2024-10-23,309000,380000
615,DBF GENERAL CONTRACTING LLC,SHALLCROSS MORTGAGE COMPANY,206 ROSEMONT DR,WILMINGTON,2024-10-23,208902,230000
616,JFK INDUSTRIES LLC,WILMINGTON SVG FUND SOCIETY F,370 SCHOOL BELL RD,BEAR,2024-10-22,635000,539750
617,SELECTIVE REAL ESTATE SOLUTIONS LLC,LARRYS LATE NIGHT LENDING LLC,106 HOLIDAY PL,NEWARK,2024-10-21,225000,344000
618,RT 30 AUTO & TRUCK SALES LLC,BELL ISLAND MORTGAGE INC,32901 MOUNT PLEASANT RD,LAUREL,2024-10-19,115000,125000
619,PG & SONS PROPERTIES LLC,RCN CAPITAL LLC,2623 JESSUP ST,WILMINGTON,2024-10-18,44000,89610
620,BENGOL REAL ESTATES GROUP LLC,SHALLCROSS MORTGAGE COMPANY,3211 E COURT AVE,CLAYMONT,2024-10-18,195000,200000
621,BIG JIMS HOMES LLC,DOMINION FIN'L SERVICES LLC,26307 GOVERNOR STOCKLEY RD,GEORGETOWN,2024-10-18,150000,255500
622,AD HOMES LLC,SILVER HILL FUNDING LLC,1005 WILMINGTON RD,HISTORIC NEW CASTLE,2024-10-17,360000,268000
623,PROPERTIES AS IS LLC,RCN CAPITAL LLC,203 W 19TH ST,WILMINGTON,2024-10-17,300000,300000
624,WD REAL ESTATE INVESTMENTS LLC,STAYTON JANE,117 S BEDFORD ST,GEORGETOWN,2024-10-16,300000,300000
